cycle_days,rebalance_date,ticker,weight
14,2025-04-01,ATH,0.0
14,2025-04-01,TOKAMAK,0.14193474000011555
14,2025-04-01,CARV,0.01305643321574641
14,2025-04-01,MEW,0.0
14,2025-04-01,MNT,0.2264370696176446
14,2025-04-01,PYTH,0.0
14,2025-04-01,SONIC,0.0
14,2025-04-01,GAS,0.0
14,2025-04-01,AKT,0.0
14,2025-04-01,BIGTIME,0.0
14,2025-04-01,DRIFT,0.0
14,2025-05-01,XRP,0.0
14,2025-05-01,BTC,0.25
14,2025-05-01,ETH,0.03684510958533511
14,2025-05-01,SOL,0.0
14,2025-05-01,DOGE,0.0
14,2025-05-01,AERGO,0.008469513349972764
14,2025-05-01,ADA,0.0
14,2025-05-01,AUCTION,0.016018553573433507
14,2025-05-01,ONDO,0.0
14,2025-05-01,SUI,0.0
14,2025-05-01,VIRTUAL,0.0
14,2025-05-01,ARDR,0.011437961515455584
14,2025-05-01,MOVE,0.0
14,2025-05-01,AWE,0.01894474538236039
14,2025-05-01,XLM,0.003430212070514638
14,2025-05-01,AXS,0.0
14,2025-05-01,SNT,0.016954572540770242
14,2025-05-01,QTUM,0.0
14,2025-05-01,ANIME,0.0
14,2025-05-01,PUNDIX,0.029007947174439254
14,2025-05-01,ARK,0.00470569642488353
14,2025-05-01,ENS,0.0
14,2025-05-01,LINK,0.0
14,2025-05-01,CRO,0.0
14,2025-05-01,HBAR,0.0
14,2025-05-01,VANA,0.0
14,2025-05-01,SEI,0.0
14,2025-05-01,STRAX,0.02449005095153939
14,2025-05-01,KNC,0.0
14,2025-05-01,ME,0.0
14,2025-05-01,SHIB,0.0
14,2025-05-01,CBK,0.05157225464318407
14,2025-05-01,AQT,0.009095417867279873
14,2025-05-01,SAFE,0.0
14,2025-05-01,GLM,0.0
14,2025-05-01,PEPE,0.0
14,2025-05-01,BONK,0.0
14,2025-05-01,WAVES,0.062256932451793735
14,2025-05-01,MASK,0.0512023525411051
14,2025-05-01,ATH,0.0
14,2025-05-01,TOKAMAK,0.1251388808704142
14,2025-05-01,CARV,0.015372349658496562
14,2025-05-01,MEW,0.0
14,2025-05-01,MNT,0.25
14,2025-05-01,PYTH,0.0
14,2025-05-01,SONIC,0.0
14,2025-05-01,GAS,0.015057449399022125
14,2025-05-01,AKT,0.0
14,2025-05-01,BIGTIME,0.0
14,2025-05-01,DRIFT,0.0
14,2025-06-01,XRP,0.10211454334711526
14,2025-06-01,BTC,0.25
14,2025-06-01,ETH,0.0
14,2025-06-01,SOL,0.0
14,2025-06-01,DOGE,0.0
14,2025-06-01,AERGO,0.0
14,2025-06-01,ADA,0.0
14,2025-06-01,AUCTION,0.0
14,2025-06-01,ONDO,0.0
14,2025-06-01,SUI,0.0
14,2025-06-01,VIRTUAL,0.0
14,2025-06-01,ARDR,0.023254183642816225
14,2025-06-01,MOVE,0.0
14,2025-06-01,AWE,0.012699014589021103
14,2025-06-01,XLM,0.0
14,2025-06-01,AXS,0.0
14,2025-06-01,SNT,0.0033582185280054758
14,2025-06-01,QTUM,0.0
14,2025-06-01,ANIME,0.0
14,2025-06-01,PUNDIX,0.004802163097579025
14,2025-06-01,ARK,0.0
14,2025-06-01,ENS,0.0
14,2025-06-01,LINK,0.0
14,2025-06-01,CRO,0.035219641678259646
14,2025-06-01,HBAR,0.0
14,2025-06-01,VANA,0.0
14,2025-06-01,SEI,0.0
14,2025-06-01,STRAX,0.02821866865274548
14,2025-06-01,KNC,0.0
14,2025-06-01,ME,0.0
14,2025-06-01,SHIB,0.0
14,2025-06-01,CBK,0.18941604000377776
14,2025-06-01,AQT,0.06298628964385837
14,2025-06-01,SAFE,0.0
14,2025-06-01,GLM,0.0
14,2025-06-01,PEPE,0.0
14,2025-06-01,BONK,0.0
14,2025-06-01,WAVES,0.0
14,2025-06-01,MASK,0.006004189016245669
14,2025-06-01,ATH,0.0
14,2025-06-01,TOKAMAK,0.13099004395142022
14,2025-06-01,CARV,0.0
14,2025-06-01,MEW,0.0
14,2025-06-01,MNT,0.15093700384915598
14,2025-06-01,PYTH,0.0
14,2025-06-01,SONIC,0.0
14,2025-06-01,GAS,0.0
14,2025-06-01,AKT,0.0
14,2025-06-01,BIGTIME,0.0
14,2025-06-01,DRIFT,0.0
14,2025-07-01,XRP,0.029149381089900814
14,2025-07-01,BTC,0.25
14,2025-07-01,ETH,0.0
14,2025-07-01,SOL,0.0
14,2025-07-01,DOGE,0.0
14,2025-07-01,AERGO,0.0037464211279477416
14,2025-07-01,ADA,0.0
14,2025-07-01,AUCTION,0.0
14,2025-07-01,ONDO,0.0
14,2025-07-01,SUI,0.0
14,2025-07-01,VIRTUAL,0.0
14,2025-07-01,ARDR,0.05425156678646636
14,2025-07-01,MOVE,0.0
14,2025-07-01,AWE,0.02023513774630049
14,2025-07-01,XLM,0.09259739988308825
14,2025-07-01,AXS,0.0
14,2025-07-01,SNT,0.014840201620805515
14,2025-07-01,QTUM,0.0
14,2025-07-01,ANIME,0.0
14,2025-07-01,PUNDIX,0.0
14,2025-07-01,ARK,0.0
14,2025-07-01,ENS,0.0
14,2025-07-01,LINK,0.0
14,2025-07-01,CRO,0.07690084793633493
14,2025-07-01,HBAR,0.0
14,2025-07-01,VANA,0.0
14,2025-07-01,SEI,0.0
14,2025-07-01,STRAX,0.0428269068199662
14,2025-07-01,KNC,0.0
14,2025-07-01,ME,0.0
14,2025-07-01,SHIB,0.0
14,2025-07-01,CBK,0.11087997268232119
14,2025-07-01,AQT,0.046056355628982575
14,2025-07-01,SAFE,0.0
14,2025-07-01,GLM,0.0
14,2025-07-01,PEPE,0.0
14,2025-07-01,BONK,0.0
14,2025-07-01,WAVES,0.061790059256517364
14,2025-07-01,MASK,0.0
14,2025-07-01,ATH,0.0
14,2025-07-01,TOKAMAK,0.04661393971773715
14,2025-07-01,CARV,0.0
14,2025-07-01,MEW,0.0
14,2025-07-01,MNT,0.1501118097036314
14,2025-07-01,PYTH,0.0
14,2025-07-01,SONIC,0.0
14,2025-07-01,GAS,0.0
14,2025-07-01,AKT,0.0
14,2025-07-01,BIGTIME,0.0
14,2025-07-01,DRIFT,0.0
14,2025-08-01,XRP,0.0
14,2025-08-01,BTC,0.25
14,2025-08-01,ETH,0.16016718494401866
14,2025-08-01,SOL,0.0
14,2025-08-01,DOGE,0.0
14,2025-08-01,AERGO,0.004081426359021713
14,2025-08-01,ADA,0.0
14,2025-08-01,AUCTION,0.0
14,2025-08-01,ONDO,0.0
14,2025-08-01,SUI,0.0
14,2025-08-01,VIRTUAL,0.0
14,2025-08-01,ARDR,0.05139768537776283
14,2025-08-01,MOVE,0.0
14,2025-08-01,AWE,0.05458234195553266
14,2025-08-01,XLM,0.0
14,2025-08-01,AXS,0.0
14,2025-08-01,SNT,0.043262287872375994
14,2025-08-01,QTUM,0.0
14,2025-08-01,ANIME,0.0
14,2025-08-01,PUNDIX,0.0
14,2025-08-01,ARK,0.0
14,2025-08-01,ENS,0.0
14,2025-08-01,LINK,0.0
14,2025-08-01,CRO,0.0065055478225767936
14,2025-08-01,HBAR,0.0
14,2025-08-01,VANA,0.0
14,2025-08-01,SEI,0.0
14,2025-08-01,STRAX,0.07125149545404187
14,2025-08-01,KNC,0.0
14,2025-08-01,ME,0.0
14,2025-08-01,SHIB,0.0
14,2025-08-01,CBK,0.02895678123858143
14,2025-08-01,AQT,0.05831654329882513
14,2025-08-01,SAFE,0.0
14,2025-08-01,GLM,0.0
14,2025-08-01,PEPE,0.0
14,2025-08-01,BONK,0.0
14,2025-08-01,WAVES,0.025649187356166343
14,2025-08-01,MASK,0.0
14,2025-08-01,ATH,0.0
14,2025-08-01,TOKAMAK,0.03401095874602
14,2025-08-01,CARV,0.006471869406513096
14,2025-08-01,MEW,0.0
14,2025-08-01,MNT,0.20534669016856338
14,2025-08-01,PYTH,0.0
14,2025-08-01,SONIC,0.0
14,2025-08-01,GAS,0.0
14,2025-08-01,AKT,0.0
14,2025-08-01,BIGTIME,0.0
14,2025-08-01,DRIFT,0.0
14,2025-09-01,XRP,0.015452331228691659
14,2025-09-01,BTC,0.25
14,2025-09-01,ETH,0.0
14,2025-09-01,SOL,0.0
14,2025-09-01,DOGE,0.0
14,2025-09-01,AERGO,0.027350519130514228
14,2025-09-01,ADA,0.0
14,2025-09-01,AUCTION,0.0
14,2025-09-01,ONDO,0.0
14,2025-09-01,SUI,0.0
14,2025-09-01,VIRTUAL,0.0
14,2025-09-01,ARDR,0.09481411691629273
14,2025-09-01,MOVE,0.0
14,2025-09-01,AWE,0.08114661459729454
14,2025-09-01,XLM,0.0
14,2025-09-01,AXS,0.0
14,2025-09-01,SNT,0.11319063489281778
14,2025-09-01,QTUM,0.0
14,2025-09-01,ANIME,0.0
14,2025-09-01,PUNDIX,0.0
14,2025-09-01,ARK,0.0
14,2025-09-01,ENS,0.0
14,2025-09-01,LINK,0.0
14,2025-09-01,CRO,0.0
14,2025-09-01,HBAR,0.0
14,2025-09-01,VANA,0.0
14,2025-09-01,SEI,0.0
14,2025-09-01,STRAX,0.1384130496691118
14,2025-09-01,KNC,0.0
14,2025-09-01,ME,0.0
14,2025-09-01,SHIB,0.0
14,2025-09-01,CBK,0.06014292053306353
14,2025-09-01,AQT,0.050595817528645
14,2025-09-01,SAFE,0.0
14,2025-09-01,GLM,0.0
14,2025-09-01,PEPE,0.0
14,2025-09-01,BONK,0.0
14,2025-09-01,WAVES,0.041352987930096854
14,2025-09-01,MASK,0.0
14,2025-09-01,ATH,0.0
14,2025-09-01,TOKAMAK,0.08514271274532342
14,2025-09-01,CARV,0.0
14,2025-09-01,MEW,0.0
14,2025-09-01,MNT,0.019221620188716055
14,2025-09-01,PYTH,0.0
14,2025-09-01,SONIC,0.0
14,2025-09-01,GAS,0.02317667463943241
14,2025-09-01,AKT,0.0
14,2025-09-01,BIGTIME,0.0
14,2025-09-01,DRIFT,0.0
14,2025-10-01,XRP,0.14328115415574835
14,2025-10-01,BTC,0.25
14,2025-10-01,ETH,0.0
14,2025-10-01,SOL,0.0
14,2025-10-01,DOGE,0.0
14,2025-10-01,AERGO,0.038286546147820316
14,2025-10-01,ADA,0.0
14,2025-10-01,AUCTION,0.0
14,2025-10-01,ONDO,0.0
14,2025-10-01,SUI,0.0
14,2025-10-01,VIRTUAL,0.0
14,2025-10-01,ARDR,0.09427042264095487
14,2025-10-01,MOVE,0.0
14,2025-10-01,AWE,0.009982233899306543
14,2025-10-01,XLM,0.0
14,2025-10-01,AXS,0.0
14,2025-10-01,SNT,0.1481447167566907
14,2025-10-01,QTUM,0.0
14,2025-10-01,ANIME,0.0
14,2025-10-01,PUNDIX,0.006376945086712416
14,2025-10-01,ARK,0.0
14,2025-10-01,ENS,0.0
14,2025-10-01,LINK,0.0
14,2025-10-01,CRO,0.0
14,2025-10-01,HBAR,0.0
14,2025-10-01,VANA,0.0
14,2025-10-01,SEI,0.0
14,2025-10-01,STRAX,0.11816976053142063
14,2025-10-01,KNC,0.0
14,2025-10-01,ME,0.0
14,2025-10-01,SHIB,0.0
14,2025-10-01,CBK,0.0
14,2025-10-01,AQT,0.06594955355667742
14,2025-10-01,SAFE,0.0
14,2025-10-01,GLM,0.0
14,2025-10-01,PEPE,0.0
14,2025-10-01,BONK,0.0
14,2025-10-01,WAVES,0.04502560636946442
14,2025-10-01,MASK,0.0
14,2025-10-01,ATH,0.0
14,2025-10-01,TOKAMAK,0.020623298375559634
14,2025-10-01,CARV,0.0
14,2025-10-01,MEW,0.0
14,2025-10-01,MNT,0.004424936024265916
14,2025-10-01,PYTH,0.0
14,2025-10-01,SONIC,0.0
14,2025-10-01,GAS,0.05546482645537882
14,2025-10-01,AKT,0.0
14,2025-10-01,BIGTIME,0.0
14,2025-10-01,DRIFT,0.0
14,2025-11-01,XRP,0.038637958824816285
14,2025-11-01,BTC,0.25
14,2025-11-01,ETH,0.03260630627977403
14,2025-11-01,SOL,0.0
14,2025-11-01,DOGE,0.0
14,2025-11-01,AERGO,0.0
14,2025-11-01,ADA,0.0
14,2025-11-01,AUCTION,0.0
14,2025-11-01,ONDO,0.0
14,2025-11-01,SUI,0.0
14,2025-11-01,VIRTUAL,0.0
14,2025-11-01,ARDR,0.12130814791914862
14,2025-11-01,MOVE,0.0
14,2025-11-01,AWE,0.0
14,2025-11-01,XLM,0.0
14,2025-11-01,AXS,0.0
14,2025-11-01,SNT,0.03228601696085862
14,2025-11-01,QTUM,0.0
14,2025-11-01,ANIME,0.0
14,2025-11-01,PUNDIX,0.0
14,2025-11-01,ARK,0.0
14,2025-11-01,ENS,0.0
14,2025-11-01,LINK,0.0
14,2025-11-01,CRO,0.0
14,2025-11-01,HBAR,0.0
14,2025-11-01,VANA,0.0
14,2025-11-01,SEI,0.0
14,2025-11-01,STRAX,0.12995189530145196
14,2025-11-01,KNC,0.0
14,2025-11-01,ME,0.0
14,2025-11-01,SHIB,0.0
14,2025-11-01,CBK,0.1080932636946832
14,2025-11-01,AQT,0.11956654403310163
14,2025-11-01,SAFE,0.0
14,2025-11-01,GLM,0.0
14,2025-11-01,PEPE,0.0
14,2025-11-01,BONK,0.0
14,2025-11-01,WAVES,0.03652594907693167
14,2025-11-01,MASK,0.0
14,2025-11-01,ATH,0.0
14,2025-11-01,TOKAMAK,0.12642935465836855
14,2025-11-01,CARV,0.004594563250865602
14,2025-11-01,MEW,0.0
14,2025-11-01,MNT,0.0
14,2025-11-01,PYTH,0.0
14,2025-11-01,SONIC,0.0
14,2025-11-01,GAS,0.0
14,2025-11-01,AKT,0.0
14,2025-11-01,BIGTIME,0.0
14,2025-11-01,DRIFT,0.0
14,2025-12-01,XRP,0.03791298379309813
14,2025-12-01,BTC,0.25
14,2025-12-01,ETH,0.04897797517317793
14,2025-12-01,SOL,0.0
14,2025-12-01,DOGE,0.0
14,2025-12-01,AERGO,0.011809656725954585
14,2025-12-01,ADA,0.0
14,2025-12-01,AUCTION,0.0037718250307461477
14,2025-12-01,ONDO,0.0
14,2025-12-01,SUI,0.0
14,2025-12-01,VIRTUAL,0.0
14,2025-12-01,ARDR,0.036919395056491076
14,2025-12-01,MOVE,0.0
14,2025-12-01,AWE,0.031880612343502694
14,2025-12-01,XLM,0.0
14,2025-12-01,AXS,0.0
14,2025-12-01,SNT,0.06734315443504417
14,2025-12-01,QTUM,0.0
14,2025-12-01,ANIME,0.0
14,2025-12-01,PUNDIX,0.023245129885574575
14,2025-12-01,ARK,0.003384568480491754
14,2025-12-01,ENS,0.0
14,2025-12-01,LINK,0.0
14,2025-12-01,CRO,0.0
14,2025-12-01,HBAR,0.0
14,2025-12-01,VANA,0.0
14,2025-12-01,SEI,0.0
14,2025-12-01,STRAX,0.030400266991927723
14,2025-12-01,KNC,0.04110552038639405
14,2025-12-01,ME,0.0
14,2025-12-01,SHIB,0.0
14,2025-12-01,CBK,0.049604484298846785
14,2025-12-01,AQT,0.11241782897032289
14,2025-12-01,SAFE,0.0
14,2025-12-01,GLM,0.02574748575396478
14,2025-12-01,PEPE,0.0
14,2025-12-01,BONK,0.0
14,2025-12-01,WAVES,0.028172514221872575
14,2025-12-01,MASK,0.0
14,2025-12-01,ATH,0.0
14,2025-12-01,TOKAMAK,0.12874938376435158
14,2025-12-01,CARV,0.0
14,2025-12-01,MEW,0.0
14,2025-12-01,MNT,0.0
14,2025-12-01,PYTH,0.0
14,2025-12-01,SONIC,0.011423838149209034
14,2025-12-01,GAS,0.05713337653902972
14,2025-12-01,AKT,0.0
14,2025-12-01,BIGTIME,0.0
14,2025-12-01,DRIFT,0.0
14,2026-01-01,XRP,0.06320514355958774
14,2026-01-01,BTC,0.25
14,2026-01-01,ETH,0.0
14,2026-01-01,SOL,0.0
14,2026-01-01,DOGE,0.0
14,2026-01-01,AERGO,0.0038774107657826885
14,2026-01-01,ADA,0.0
14,2026-01-01,AUCTION,0.007679055392903302
14,2026-01-01,ONDO,0.0
14,2026-01-01,SUI,0.0
14,2026-01-01,VIRTUAL,0.0
14,2026-01-01,ARDR,0.0962125158219221
14,2026-01-01,MOVE,0.0
14,2026-01-01,AWE,0.0238285703989687
14,2026-01-01,XLM,0.0
14,2026-01-01,AXS,0.0
14,2026-01-01,SNT,0.05575888243605775
14,2026-01-01,QTUM,0.0
14,2026-01-01,ANIME,0.0
14,2026-01-01,PUNDIX,0.029041060007959453
14,2026-01-01,ARK,0.0
14,2026-01-01,ENS,0.0
14,2026-01-01,LINK,0.0
14,2026-01-01,CRO,0.01836921641446964
14,2026-01-01,HBAR,0.0
14,2026-01-01,VANA,0.007166642396030384
14,2026-01-01,SEI,0.0
14,2026-01-01,STRAX,0.01388462103401184
14,2026-01-01,KNC,0.08680602784689982
14,2026-01-01,ME,0.0
14,2026-01-01,SHIB,0.0
14,2026-01-01,CBK,0.041063349037256884
14,2026-01-01,AQT,0.06357538414099399
14,2026-01-01,SAFE,0.0
14,2026-01-01,GLM,0.04115510765810359
14,2026-01-01,PEPE,0.0
14,2026-01-01,BONK,0.0
14,2026-01-01,WAVES,0.015847173454751628
14,2026-01-01,MASK,0.0
14,2026-01-01,ATH,0.0
14,2026-01-01,TOKAMAK,0.163919550087448
14,2026-01-01,CARV,0.011674585311609087
14,2026-01-01,MEW,0.0
14,2026-01-01,MNT,0.002831798990035504
14,2026-01-01,PYTH,0.0
14,2026-01-01,SONIC,0.0
14,2026-01-01,GAS,0.0041039052452082015
14,2026-01-01,AKT,0.0
14,2026-01-01,BIGTIME,0.0
14,2026-01-01,DRIFT,0.0
14,2026-02-01,XRP,0.06519751243025378
14,2026-02-01,BTC,0.25
14,2026-02-01,ETH,0.0
14,2026-02-01,SOL,0.0
14,2026-02-01,DOGE,0.0
14,2026-02-01,AERGO,0.0
14,2026-02-01,ADA,0.0
14,2026-02-01,AUCTION,0.0060924776399018865
14,2026-02-01,ONDO,0.0
14,2026-02-01,SUI,0.0
14,2026-02-01,VIRTUAL,0.0
14,2026-02-01,ARDR,0.10348805513353818
14,2026-02-01,MOVE,0.0
14,2026-02-01,AWE,0.11438434254675094
14,2026-02-01,XLM,0.0
14,2026-02-01,AXS,0.01558191215181203
14,2026-02-01,SNT,0.0033644531194360126
14,2026-02-01,QTUM,0.0
14,2026-02-01,ANIME,0.0
14,2026-02-01,PUNDIX,0.0
14,2026-02-01,ARK,0.0
14,2026-02-01,ENS,0.0
14,2026-02-01,LINK,0.0
14,2026-02-01,CRO,0.11214026001349892
14,2026-02-01,HBAR,0.0
14,2026-02-01,VANA,0.0
14,2026-02-01,SEI,0.0
14,2026-02-01,STRAX,0.0
14,2026-02-01,KNC,0.0
14,2026-02-01,ME,0.0
14,2026-02-01,SHIB,0.0
14,2026-02-01,CBK,0.0
14,2026-02-01,AQT,0.0
14,2026-02-01,SAFE,0.0
14,2026-02-01,GLM,0.04256209122168447
14,2026-02-01,PEPE,0.0
14,2026-02-01,BONK,0.0
14,2026-02-01,WAVES,0.15341410264752064
14,2026-02-01,MASK,0.0
14,2026-02-01,ATH,0.0
14,2026-02-01,TOKAMAK,0.13377479309560325
14,2026-02-01,CARV,0.0
14,2026-02-01,MEW,0.0
14,2026-02-01,MNT,0.0
14,2026-02-01,PYTH,0.0
14,2026-02-01,SONIC,0.0
14,2026-02-01,GAS,0.0
14,2026-02-01,AKT,0.0
14,2026-02-01,BIGTIME,0.0
14,2026-02-01,DRIFT,0.0
14,2026-03-01,XRP,0.0
14,2026-03-01,BTC,0.25
14,2026-03-01,ETH,0.0
14,2026-03-01,SOL,0.0
14,2026-03-01,DOGE,0.0
14,2026-03-01,AERGO,0.026606606063121197
14,2026-03-01,ADA,0.0
14,2026-03-01,AUCTION,0.0323334628611638
14,2026-03-01,ONDO,0.0
14,2026-03-01,SUI,0.0
14,2026-03-01,VIRTUAL,0.0
14,2026-03-01,ARDR,0.03358083458357208
14,2026-03-01,MOVE,0.0
14,2026-03-01,AWE,0.04392456945775218
14,2026-03-01,XLM,0.0
14,2026-03-01,AXS,0.0
14,2026-03-01,SNT,0.032692547493550314
14,2026-03-01,QTUM,0.0
14,2026-03-01,ANIME,0.0
14,2026-03-01,PUNDIX,0.043762409364811426
14,2026-03-01,ARK,0.0
14,2026-03-01,ENS,0.0
14,2026-03-01,LINK,0.0
14,2026-03-01,CRO,0.09077007765042637
14,2026-03-01,HBAR,0.0
14,2026-03-01,VANA,0.0
14,2026-03-01,SEI,0.0
14,2026-03-01,STRAX,0.03326026075051584
14,2026-03-01,KNC,0.0
14,2026-03-01,ME,0.0
14,2026-03-01,SHIB,0.0
14,2026-03-01,CBK,0.0
14,2026-03-01,AQT,0.022469853424053155
14,2026-03-01,SAFE,0.0
14,2026-03-01,GLM,0.0
14,2026-03-01,PEPE,0.0
14,2026-03-01,BONK,0.0
14,2026-03-01,WAVES,0.05395872482332344
14,2026-03-01,MASK,0.0
14,2026-03-01,ATH,0.0
14,2026-03-01,TOKAMAK,0.14715460866656685
14,2026-03-01,CARV,0.0
14,2026-03-01,MEW,0.0
14,2026-03-01,MNT,0.17669474544390384
14,2026-03-01,PYTH,0.0
14,2026-03-01,SONIC,0.012791299417239632
14,2026-03-01,GAS,0.0
14,2026-03-01,AKT,0.0
14,2026-03-01,BIGTIME,0.0
14,2026-03-01,DRIFT,0.0
